id,X,Y
1,121.4939382,31.27539693
2,121.4941003,31.27606852
3,121.5025315,31.27928871
4,121.5034085,31.27879818
5,121.5042215,31.27822777
6,121.5050278,31.27765024
7,121.5057195,31.27715474
8,121.5111155,31.28652348
9,121.5114107,31.28565818
10,121.511706,31.28479289
